review,rating
barangnya masih tersegel saat diterima. berfungsi dengan baik. makasih seller 🥰🙏🏻,5.0
"Barang udah di terima, di coba berfungsi, moga awet",5.0
"joss....
sukaa pokoknya",5.0
bnr bnr puas sangat realfict,5.0
"barang sdh di trima,pengiriman cpt,,sdh di coba mantul mksh lazada",5.0
"Mantap udh di coba berfungsi dg baik
Pengiriman cpt  ..tanks lazada
",5.0
kualitas barang bagus ,5.0
carger tidak ada hanya kabel usb dan warna tidak sesuai pesan,3.0
ok berfungsi dgn baik....mksh,5.0
barangnya bagus berpungsi dgn baik terimakasi lazada,5.0
"suka....keren bgt.simple bgt
",5.0
barangnya real pic ya...rapi dan sesuai pesanan...makasih lazada,5.0
Oke Berfungsi dengan Baik sipp ,5.0
barang udh sampe sesuai pesanan,5.0
"Alhamdulillah paket sampai packing ny rapih.dan sesuai pesanan.pengirimman ny juga cepat.

barang lumayan bagus.dan Bekerja dengan baik ",5.0
"Barang bagus, berfungsi dgn baik, dusnya aja yg agak penyok dikit sie tapi gpp yg pnting brgnya gk rusak, pengiriman cpt banget, makasi jga utk kurirnya.. 
Rekomen utk produk ini.. 
Terima kasih 🙏",5.0
thanks brg sudah sampai sorry baru kasih ulasan soalnya brg baru ambil sama kurir kurir ramah dan baik. bisa simpan dengan aman. rapi pakingnya. thanks 🙏😇🤗,5.0
"alhamdlh barang da sampai kurirnya bk,peking bagus barang sdh di coba bagus tp kabel casnya kaya kurang pas...
",5.0
"sudah dicoba, barang bagus dan berfungsi dengan baik. semoga awet. ",5.0
trimakasih barang y sangat bagus,5.0
"mantap... masih segel.. berfungsi dgn baik.. bagus buat reseler nya  buat lazada the best lah harganya
",5.0
"Alhamdulillah sudah sampai...
suka banget real pict dan semoga berfungsi dengan baik semuanya
thanks sukses terus ",5.0
barang bagus realpeck jga pengiriman cepat  terimakasih buat Abang kurir yg sabar nunggu puas belanja disini thanks lazada😘😘,5.0
seperti biasa barang ea bagus trus pengirimanya cepet abis makasi toko ea and lazada puas banget belanja d sini,5.0
"ini pesanan ke 3x sangat puas pengiriman cepat ,barangnya pun tidak mengecewakan
pesan sekarang besok di kirim kurirnya pun ramah 
tanks lazada and seller ",5.0
"Alhmdllah barang sudah sampai dgn selamat, sailernya baik respon cpt, pengiriman kilat
pesan hari ini besok sudah sampai.
terimakasih lazada & tokonya.",5.0
no komen 5 bintang thx lazada aku puas belanja di lajada harga yg murmer kurir yg baik dn ramah.makasih lajada,5.0
"barang dah ssya terima, barang ok ,sesuai . pengiriman cepat, terima kasih buat toko, lazada n bang kurir . sukses slalu",5.0
brg ok. . berfungsi dg baik. .puas bgt thank lazada thk olala store kurir ramah. . tks Abang kurir tmbn g nyasar 😀,5.0
"Alhamdulillah pesanan sudah sampai dgn selamat , barangnya bagus punya ga cacat cepet sampainya .. Terimakasih Lazada dan kurirnya yg ramah .. ",5.0
"brang ny alhamdulillh nympe udh d tunggu2 eh yg datang salah warna
🙈smga pelanggan suka aj dh.. 
makasihh lazada mksh kk lain xx lbh teliti lg y",3.0
barang udah keterima dengan baik paking rapi   kurir nya ramah pertahan kan kualitas nya mantuullll makasih lazada telah amanah,5.0
"pesen 2 dapat warna putih sama hitam bismillah semoga berfungsi dan awet, aku pesen banyak dapat bunus vapur air minum makasih toko olala Jakarta ",5.0
"Maaf baru beri ulasan. Barang nya bagus sesuai foto/asli makasi buat penjual barang nya asli, di kemas rapi Saya senang beli di toko ini, makasi juga buat lazada dan kurir nya ramah sopan. ",5.0
"Paket nya dah nyampe... Packing rapi, produk original masih tersegel plastik, isi nya komplit, berfungsi dengan baik pula...Respon penjual sangat baik, pengiriman cepat, kurir nya ramah pula...  Thanks seller... Good job👍👍👍",5.0
"barang sudah sampe udh di test baguss...mudah2n awett... 
jangan bli di toko sebelah , di toko ini ja, dan jangan ragu untuk order",5.0
barang sudah terima 3 hari yg lalu. belum buka kemasan. belum sempet coba. semoga berfungsi. terima kasih,5.0
"maaf baru kasih ulasan,terimakasih lazada trimakasih abang kurir, saya suka sekali barangnya berfungsi dg baik 
",5.0
"makasih lazada barangnya udah nyampe, barang nya sesuai dengan yang di inginkan bagus,  makasih juga ma kurir nya datang dengan waktu yg tepat",5.0
"Alhamdulillah barangnya da smp,dan sesuai real pic ,mksh lazada suka deh krn memuaskan smw yg sya pesan,kurirny jg ramah  👍👍",4.0
"Alhamdulillah paket mendarat dengan selamat gk ada kekurangan apapun,barang sesuai sama pesanan (Relpick),cepet banget pengirimanya baru dipesen hari sabtu nyampe hari senin :) Makasih lazada,makasih olshop,makasih kurir 😄 Kualitas nya pertahanin kek gini lgi ya jan ngecewain pelanggan 👌",5.0
wuih mantep sesuai pesanan proses pengiriman cepat Ng nyesel Poko nya ... jdi ...  happy ... 😁😁😁😁 terimakasih .... 🙏🙏😊,5.0
"maaf telat kasih ulasan,barang datang dengan cepat,aman dan dalam kondisi bagus. mudah2an selalu amanah seller sama lazada dan kurirnya",5.0
"Alhamdullilah sudah sampai dan sudah di coba berfungsi baik. Terima kasih lazada terima kasih buat toko, terima kasih juga buat abang kurir nya. ",5.0
"Recomended lah buat harga anak kos wkwk 
Apalagi dapet diskon, ada buble wrap nya jg 
Udah di coba oke bgt👍 
Cuma pengiriman nya aja 3 hri, biasa nya cuma 2 hari. ",5.0
"siiiip udah dicoba, bagus berfungsi sesuai dengan seharusnya dan pokoknya mantap. recommended seller dan murah tidak harus kualitas jelek ya.... tp ini murah harganya muantap kualitasnya.",5.0
terima kasih smua dispenser baik dan aman terima ksh juga buat lasada yg sllu berikan barang bagussss sangat senannnn👍🏼,5.0
"Tolong dong Min, ini gimana ya. udah dicas lampunya ga nyala dan ga berfungsi sama sekali. mohon untuk di retur",1.0
"paket dah sampe td siang, alhamdulillah sesuai pesanan, barang bagus, komplit n berfungsi dgn baik. msh dlm kondisi tersegel👍👍 pengiriman cpt bgt, pesen kmrn hari ini sampe. mksh seller, lazada & abang kurir'y",5.0
berkat disfenser ini anak sy jd sering bnyk minum'y yg tadi'y jarang minum skrg jd bnyk minum mksh selera LAZADA & kurir👍👍👍,5.0
"maaf baru kasih ulasan,,, brg nya dah nympe komplit sesuai gmbr, sya psn 3 yg wrna hitam tp yg dtg putih smua mna psnan org lg. tp yg sya byr sesuai hrga yg wrna hitam dpt mya yg putih,, mohon lbih jjr lg biar pmbli g kcwa. ",5.0
"pengiriman cepat, kondisi barang bagus, tersegel, tapi belum dicoba, semoga tidak ada kendala dan lancar.
",5.0
barang nya datang dengan selamat bagus banget👍👍👍👍👍👍👍👍👍😊👍😊👍👍😊😊😊😊😊😊😊😊😊😊😊😊🥰🥰😊😊😊😊😊😊😊😊😊😊😊😊🥰🥰🥰🥰😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊👍🏼👍🏼👍🏼👍🏼👍🏻👍👍👍👍👍👍👍👍👍,4.0
"Alhamdulillah udh nyampe. Sblm dicoba, alat hrs di cas dl hingga 2-3jmn br dipake dan Alhamdulillah lg jalan dan ini sgt memudahkan sy dan klg kecil sy untuk ngambil air di galon dibandingkan dg yg manual. Terima kasih Lazada.. 🙏🙏🙏",5.0
"sesuai dgn deskripsi, pemasangan ny gampang, cm jarum nya yg susah di pasang, soalnya gak mau keret, masih kendor... tp berfungsi dgn baik.... ",5.0
"alhamdulilah paketnya udah datang lebih cepat dari perkiraan semuanya berpungsi,kurirnya jg ramah pokonya top deh... tanks lazada",5.0
"barangnya sih bagus dan aman cuma yang gk sukanya lobang alat pompanya yang untuk sambungan ke galonnya kebesaran jadi oklak oklekan takut kesenggol dan jatuh nnti yang ada baru beli dah rizek lgi jadi saya kasih lakban jh kanan kirinya biar gk jatuh klo kesenggol, sllu ada jh yg kurang klo beli di lazada 🙍😒",3.0
"barang nya sudah sampai sudah dipake juga.
baterai nya cukup awet dalam sekali charge., semoga awet ",5.0
maaf baru kasih ulasan.alhamdulilah ..barang nya udah mendarat pesen hari senin pagi.hari rabu siang udah dateng..sbelum tanggal istimasi nya lagi..ini pesanan saya yang ke 2 x nya..dengan 3 barang..barang smua nya bner2 bagus banget gda yang cacat..toko nya bener2 the bhets banget ,5.0
"langsung di cba ,and top markotop dech pokok nya ,,,puas dech belanja di sni ,kyanya aku pngen order satu lgi ",5.0
"alhamdulillah paket sudah sampe rapih dan aman, Terimakasih seller n lazada buat kurirnya juga udah langganan... 👍",5.0
sangat puas... udah ke 3 kalinya saya beli d toko ini mksh .... biarpun yg ke 3 warna tidak sesuwai tp gpp...😁😁😁,5.0
"alhamdulillah barang dah dtg dg cpt,,barang sesuai dg profil gambar dn sangat amanah dn memuaskan semoga bermanfaat dn awet,,good job utk toko,,utk lazada dn kurir nya 🙏🙏🙏🙏",5.0
"barang bagus gak ada yg cacat,,tp gk tau cara pake nya😀pengiriman lumayan lama 2 minggu lebih,,kurir ramah terima kasih",5.0
awet di carger sekali pemakean hampir mau 3 minggu blm lg di carger.udh gt smpe air galon habis tanpa sisa.mksh seller,5.0
maaf baru kasih ulasan.barang bagus..smua berfungsi.cepet sampai nya juga..2 hari sampe..dan ini aku mau order lagi untuk 3 pic barang.pertahan kan kuwalitas nya ya kak..makasih untuk toko ini.makasih juga lazada dan mas kurir nya..,5.0
udah keterima...ga d ragukan lagi kalo pake yg ini mah cepet keterima nya soalnya dah langganan...mksi lazada...mksi semuanya,5.0
"barang bagus sesuai pesanan dan gbr, belum di coba moga awet, makasih lazada , makasih seller pertahankan layanan dan kwalitas ya...jangan pernah kecewakan kepercayaan pelanggan...",5.0
"barang suda smpe wlw ada satu barang yg dusnya penyok tp gk ap, mksih lazada dn kurir nya ok udh biasa lnggann",5.0
terima kasih lazada pengiriman cepet pagi pagi pesen..besok nya langsung meluncur ..barang nya bagus lg pas di tes langsung bisa di pake..ga ada kendala ..pacing nya rapih kurir nya baik..,5.0
"barang baik kindisinyam packing rapi, produck tidak ada cacat, pokoknya seluruhnya bagus, mulai dr produk, sellernya, sama kurirnya,, makasih lazada...",5.0
"Alhamdulillah sampai jg pesenan cm emang agak lama sihh,, tp barangnya ok bagus berfungsi dengan baik, makasih lazada n seller, untuk bang kurir makasih",5.0
"Akhirnya yg d tunggu""keterima juga...biasa nya 3 hari keterima ini udah ampir seminggu baru ke terima.! Makasih sebelumnya nya untuk barangnya tetap ok dan Lazada.! Msi nunggu paketann yg berikutnya😁😁😁",5.0
mantul bagus sesuai keinginan. makasih lazada makasih seller nya makasih juga Abang kurir nya baik ramah. sukses selalu,5.0
"keren oi, aku suka sekali pomp ada lampunya, mksh lazada , kurir nya jg ramah, smg pelayanan semakin baik,",5.0
dari kemarin udh datang langsung dcoba berpungsi dng baik...v cesannya cuma ada kabelnya doang.. kurirnya ramah udh langganan.. ,5.0
paketnya sudah sampai.. cepat sekali pengirimannya.. produknya bagus.. langsung pakai tok ceerr.. recomonded.. trima kasih semuanya.. tetap amanah ya,5.0
" 1 buat saya sudah saya gunakan dan produk baik dan sedotannya kuat, 2 lagi pesanan teman semoga yg 2 nya baik juga, pengiriman cepat.",5.0
"pesanannya dah nyampe, yg nyampe hitam 3 putih 2,   tapi g masalah barangnya ok, belum coba semoga berfungsi semua. Terima kasih lazada n olala shop. lain x boleh order lg ",5.0
"Paket sudah mendarat dengan selamat dan berfungsi dengan baik,,, 
Pertahanan kualitas demi pelanggan,,, ",5.0
mantap gays...berfungsi dengan normal....jangan ragu dah beli di sini...paling murah dan cepat sampai...barang berkualitas...,5.0
pembelian ke 2 ku baru di buka 1  normal dari 4 pesanan ku mudah mudahan normal semua gg ada yg rusak ,5.0
"Mantap belanja di lapak ini...
Prodak yg di pesan sesuai tnpa kekurngan apa pun...
Seller nya juga cekatan...jadi langganan blnja di lapak ini😍😍😍",5.0
"makasih paket sudh tiba tadi sore, alhamdulilah barang nya bagus gak ada yg lecet maupun kekurangan.. top banget deh pokok nya next time order lagi ☺️
buat abang kurir nya thank you😌",5.0
Alhamdulilah sy beli tiga dan barang sudah sy terima dan berpungsi dengan baik terima kasih buat lazada dan kurirnya jaga amanah... ,1.0
"Barangnya bagus, pengiriman cepat, respon penjual baik, harganya pun baik, produk original, oke lah! ",4.0
Alhamdulilah barangnya dah sampe dan gak ada yg cacat dan bagus bnget sesuai..tapi belum aku coba pake semoga berfungsi dengan baik,5.0
"Saya pesan dgn metode bayar ditempat, Respon pelapak sangat luar biasa baik dan cepat, barang sesuai pesanan, packing apik, brng berfungsi sgt baik,
Kurir sgt ramah, lazada smakin oke, pelapak smakin sukses",5.0
bagus.berfungsi dengan baik.tpi emang nya gk kenceng apa ya di tutup nya.soal nya saya gk tau.kurir kaya biasa baik.,4.0
MANTAPPU JIWA!!!! | まんたっぷ じわ!!!! | 만탚푸 징와!!!!,5.0
barang sudah sampai dari kemaren... maaf baru ngasih ulasan soalnya masih uji coba dlu... alhamdulillah barang bagus... gak kecewa dah belanja di toko ini lg... makasih seler dan makasih lazada... ,5.0
"Pengiriman paket cepat dan sesuai estimasi
Barangnya bagus dan packaging nya rapi
Sesuai sma gambar nya
BAGUUUSSS POKOKNYA!
",5.0
"maaf baru kasih ulasannya skrng,barangnya baguss dan berfungsi dengan baikk.suksess terus untuk tokonya",5.0
"barang bagus, Tidak ada yang cacat. terpakai dengan baik, kurir ramah, harga dan barang memuaskan 🙏",5.0
mksih lazada brng nya ok aku langsung psang pokonya bagusssssss👍👍,5.0
"pompanya berfungsi dengan baik 😇😇😇
semoga awwet 😍😍",5.0
"pengiriman cpt,packing rapi barang bgs poko y top dech ,trms seller and lazada..",5.0
"packing nya rapih,barang nya juga bagus.",5.0
"udah ga di ragukan lagi belanja di lazada.
seller nya ok.
sesuai di promosikan barang nya.
saya belanja sudah 2x.
makasih lazada
makasih seller",5.0
sungguh sngat puas brang ny dtang dengan cpat dan tidak ad yg rusak sngat Amanah trimksih  lazada dngan kurir ny 😚😚,5.0
barang sudah mendarat dengan baik real pict kurir nya yg baik.tapi Saya blm pakai ga tau bagus apa ga barangnya ya mudah2n bisa di pakai ga kecewa.,5.0
barang bagus pengiriman lebih cepat dari perkiraan.pertahankan semoga maju kedepan nya. trimakasih buat toko dan lazada.chat saya di respon dgn baik.makasih buat mas kurir dudi awaludin sudah langganan.,5.0
"alhmdlh paket nya udh sampai...
barang nya sesuai gambar..
alhmdlh berfungsi....
kurir nya jga baikkkk....
sya sangattt sukkaaaa...",5.0
"padahal sudah pesan sering sekali pesan bisa 10 pcs lebih giliran kemarin modar satu mau di retur ribet banget ga kaya seller lain.sumpah ribet klu seller yg lain cukup cat kirim buktinya di ganti .ini mah ribet sumpah.
jadi bikin langganan kapok .
cari seller lain aja.yg ga ribet
ga di ganti gpp .iklas aja buat contoh kedepannya
kita sama sama pedagang .
w buat jual lagi",1.0
"say kasih tiga dulu kl bangus barangnya dan sesuai say pesan baru say kasih bintang lima,trima kasih kk barang kurang bagus ga bisa dcash emang  ga ad yg lecet atau penyok dan kurirnya ramah,tp dicashnya ga bisa cashannya ga bisa dipasang percuma itu yang dikrm barang abal2 /rusak percuma ga bisa dipake say kecewa dan yg titipan orang jg sam jd yg nitip ga mau byr sm say ",4.0
"maaf baru kasih ulasan.
barang dah nyampe tanpa cacat, lengkap, dah dicoba dan berfungsi dengan baik.
terima kasih lazada, seller, dan kurir.",5.0
"barang nya bgus bgt... dtg nya lumayan sh agak lama... cm gpp dech yg pntg mendarat dgn selamat...
thanks lazada",5.0
"Alhmdllh barang dah nyampe,mantaaap packing rapi dan kumplit langsung d tes mantul berfungsi dgn baik. Makasih lazada,seller dan juga kurir nya ramah/baik. Pertahankan terus dan sukses 👍👍👍",5.0
"mantap.bro...
Alhamdulillah barang mendarat dengan selamat.
10pcs ingsa Allah klu bsk habis pesan lagi",5.0
"Bagus pump galonny cuma agak longgar  pas d pasang d galon ny tp ga apa sih yg penting  lancar keluar air ny 

",5.0
barang sampai cuma 24jam cepet gile.pesan jumat siang sanbtu siang sampai.packing rapi kurir ramah thanks olala,5.0
"Ini pesanan kedua dan saya rekomendasikan ke kerabat saya krn barang mutu BAGUS.
BARANG SDH DITERIMA, pengiriman ADA KEMAJUAN LEBIH CEPAT, 2 hari TIBA dr tgl pesan (pesanan pertama 6 hari baru tiba).

Terus jaga MUTU KALIAN OLALA dan KURIR. MAKASIH SEMUA....THX LAZADA!",4.0
"produk bagus, praktis, murah tapi gak murahan.
suaranya sih agak berisik tapi bagus lah.
kurang presisi di leher galon, di akalin pake botol sprite 😅
di tambah lagi, baterainya udah 4minggu belum di charger lagi. mantaaaaapppp",5.0
"pertahankan kualitas..jangan kuantitas..
kepuasan pelanggan harus menjadi prioritas..
sukses selalu buat seller.dan lazada.
semoga berkah semuanya..
thankz.barokah jaya",5.0
"paketan sdh di terima dgn baik juga berfungsi lancar
puas belanja di sini..
semoga awet barang ny dan jd langganan sellu di berikan kemudahan,kelancaran serta rezeki yg bnyk biar bsa order kembali
terima kasih buat abang kurirny,lazada serta toko yg jualnya good job and succes
",5.0
"maaf pa,, sy mnt tuker gmn caranya ya soalnya punya saya g ada pipa stainless nya gini trs gimana air mau keluar coba kl g ada sedotannya..
 sy mohon minta di tuker ya..",2.0
Alhamdulillah. barang sampai dengan baik. berfungsi dengan semestinya. bagus pokoknya. kerja bagus kawan,5.0
"aq puas sekali barang realpict paking jg rapi trus mas kurir nya ramah sekali..
smoga lazada sukses terus ya..",5.0
"Barang dtg sesuai dgn tgl perkiraan, packingnya rapi barangnya bagus tdk ada masalah, pokoknya puaaaaaas dah, mksi Lazada 🙏",5.0
"Bagus bngt asli, gaperlu ribet kalo mau minum tinggal pencet langsung keluar haha . Pengiriman cepet packingannya jg rapih dan aman. biarpun harga murah tp gamurahan shay wkwk thanks lazada😁",5.0
mantap lah....tapi pekingnya bagus..dalamnya kotak remuk...asal jgan barang nya aaja yang remuk...bagus lah sejauh ini...mohon seler agar paking nya septi dikit ngapa,5.0
"produk rekomend,bagus n mudah d pkenya.mudah2an awet sya pke,harga bersaing n lumayan murah.TOP DAH pokoknya 👏👍🙏",5.0
"barang berfungsi dengan baik👍, barang sesuai👌 (mesin, selang besi, selang plastik dan kabel charger)
semoga awet 😁",5.0
barangnya bagus berfungsi dengan baik fan saya order untuk yg kedua x nya puas deh makasir seller n lazada,5.0
"barangnya gak kaleng kaleng,bagus banget",5.0
"maaf baru kasih ulasan,barang sdh sampai sesuai pesanan saya,kurir baik,terima kasih lazada",5.0
"barang sdh sampai...bagus tidak mengecewakan,kurirnya juga sopan makasih lazada",5.0
"Alhamdulilah paket telah sampai,kurir ya ramah n sopan.kwalitas ok barang ya...
komen selalu d blz",5.0
"bagus,berfungsi dengan baik debeeeeeeeessss lah,sampe sampe kang kopi minum mulu😂",5.0
barang oke mulus dan berfungsi dengan baik gk ada yg kurang ataupun rusak .,5.0
pesaman sudah sape bagus barang masih di segel ,5.0
barangnya okeh pengemasan okeh realpich banget dan sesuai.kurirnya juga eummm hehe thanks lazada,5.0
"kualitas bagus 
berfungsi terimakasih atas produknya",5.0
"Barang udh smpai dgn selamat, pengiriman cepat dari perkiraan waktu. tp masih blom tau kualitas barangnya karna masih blom digunakan.",5.0
barang nya ok.. berfungsi dng baik.. pokok nya ok.. makasih lazada dan seller.. makasih juga tuk abang kurir nya yg ramah ,5.0
"5 bintang. belanja terpuas
barang bagus.. sesuai perkiraan.. sesuai gambar
barang berpungsi dgn baik... membantu sekali
sekarang jadi gak harus angkat"" galon
jadi gak harus repotin paksu terus
pengiriman tercepat.. kurir ninja teramah
pokonya topmarkotop
harga pun sangat terjangkau lopelopeeeee
recomended pisan buat yg males angkat jungjung galon😚",5.0
"Hatur Nuhun Seller.. Hatur nuhun Lazada..  Barang tos katampi tur aman..  Sadaya kondisi sae, lengkap,.  Tos dicobi.   Mugia barangna awet.. Mugia Sukses teras Lazada.. Hatur Nuhun 🙏 ",5.0
"Maa Shaa allah  barang sudah sampai, plus ada hadiahnya😊 
 pengiriman cepat walau abang kurirnya sedikit kurang ramah 😅 
barang nya belum di coba, semoga bagus dan awet 😊 trimakasih lazada 😊",5.0
"tolong dong kalo ada tambahan kardus.saya atc. nih gak ada buble gak ada kardus.langsung kirim bungkus plastik tipis.perbaiki dong pengiriman nya.
kardus rusak semua.udah berkali kali beli disini.sy kasih bintang 5 terus.kali ini bintang 1 dl sampe ada pembenahan pengiriman",5.0
Alhamdulillah paket sudah sampai gk kecewa sma sekali sya sudah mesen berkali-kali pokonya terbaik deh di tokoh ini,5.0
"paket dah sampai dah di coba berpungsi semuah.
makasih kepada kurirnya yg baik dan ramah pula
untuk seller dan lazada makin sip👍👍👍👍👍 ajahh.",5.0
"alhamdulilah paket sudah datang dan brfungsi dengan baik.
warna nya juga sesuai keinginan pdahal pilihan random,trimksih selerr trimksih lazda dan biar bintang yg brbicara",5.0
paket sdh saya terima dg baik packing rapi kurir sangat ramah. mdh2an gak ada cacat krn segelan semua,5.0
"makasi lazada barang nta dah keterima bagus dan peraktis,,,da kulir nya ramah semoga lazada sukses terus",5.0
"alhamdulilah barangnya sudah mendarat dengan selamat , sesuai dengan order.an , alhamdulilah selama belanja di Lazada tidak pernah mengecewakan , semoga semua penjualnya selalu amanah ☺️☺️",5.0
"barang ny sudah sampai packing rapi bgt,barang ny juga kaya yg d gambar,kurir yg biasa nganter ramah org ny,,makasih seler n lazada",5.0
"sdh lsg di cas n di coba galon elektriknya berfungsi dg baik....
trima kasih reseller lazada n kurir...
sukses sll bwt smuanya...",5.0
"Maaf baru kasih ulas, Pompa ny berfungsi dgn baik harga terjangkau kurir ny ramah..trims next akan order kembali",4.0
"mantap barang nya gan maksih barang rapih sesuai pic ga sia"" belanja d toko ini. sukses trs buat seler dan lazada nya... ",5.0
"cepet jg ya pengiriman'a , kurir ramah , barang datang sesuai pesanan, packing cukup ramah. pokok'a cukup puas belanja di sini👍👍",5.0
"Barang sampai dengan selamat, barang berfungsi dengan baik, pengiriman juga sangat cepat, kurir ramah, tetapi ada sedikit kesalahan yaitu saya memesan warna hitam tapi yang datang putih, tetapi tidak menjadi masalah yang besar karna barang berfungsi dengan baik. Terima kasih ",5.0
"Semoga kalian yang berniat mau beli barang ini gak nyesel seperti saya. barang datang langsung saya coba dan hasilnya gak berfungsi sama sekali. sudah saya coba charger 3 jam tetep gak bisa di gunain, malah saat di charger mati hidup mati hidup kaya gitu terus. 👎👎",5.0
t.q.lazada saya puas belanja di sini tuk sekian x nya saya belanja tidak pernah mengecewakan t.q😀😀😀😀begini terus iya😊😊😊dan kurir nya jg ramah t.q mas kurir.,5.0
"paket udah d terima...mudah""semuanya dlm kondisi baik.makasi lazada...kulir nya udh langganan si jdi ga d ragukan lagi",5.0
"barang uda diterima berfungsi baik,,puas aku pakenya,,maksih ya
aku kasih bintang 5 ya,,kurirnya baik uda langganan👍🤗🙏",5.0
kiriman lama d benar saja brg datang tdk sesuai dgn warna yg dipilih hitam yg datang putih. buat apa ada pilihan wrna klu yg dikirim semau enak nya seller saja. blacklist saja seller2 yg tdk jujur bikin rusak reputasi lazada !!!!!!!!,2.0
"barang telah sampai sesuai perkiraan, produk mantul sdh d tes berfungsi thanks kurir seller ma Lazada",5.0
"Yasa,padahal krmn da keren loh pake kardus maketinnya,kenapa sekarang engga,jadi penyok d,semoga alatnya masih bagus",4.0
"barang sdh di Terima dgn Baik,Tp baru 1 yg di buka dan di coba dan berfungsi dgn Baik...Mudah2an yg 1 jg kondisi Baik dan berfungsi...Thx lazada...Thx jg utk toko nya semoga bisa jadi langganan
",5.0
"maaf baru bisa kasih ulasan, barang sesuai pesanan Dan berfungsi dengan baik terima kasih semoga makin sukses ya",5.0
"barang bagus normal jaya, buat pengiriman nya juga cepat, ga nyesel belanja di Lazada, terimakasih lazada",5.0
"barang bagus tdk ada cacat,lengkap. packing sangat rapi n rapat pula. barang datang jauh sblm tgl estimasi yg dijanjikan. kurir baik n ramah,udh langganan. terimakasih
",5.0
mantul realpict...sesuai yg di order...dan sesuai estimasix...berfungsi dg baik.. recommended banget...mksii Mas Kurir NINJA...🤭👍👍💞💞,5.0
"baru ngasih ulasan,Alhamdulillah setiap order barang di Lazada ga pernah kecewa.Paket lengkap ,barangnya berfungsi dengan baik.
",5.0
suka banget sama barangnya pokonya bagus banget kurir ramah thankyou lazada semoga bisa awet maju lazada,5.0
alhamdulilah barang pesanan sy dah smp cepet bamget smpnya order minggu sore selasa siang dah smp mksh ka semoga usahanya lancar selalu next order lg,5.0
"Alhamdulillah keadaan barang baik , dan bagus lagi 
..
cmn pengiriman nya aja yg lama sekali ....
seller pun ramah ",5.0
barangnya cukup bagus dan bisa di gunakan lansung saya cas dan pakai mantul dah tanks lazada + kurirnya juga ok ud hafal alamat saya ,5.0
